dteday,season,year,month,hr,holiday,day,weather_situation,casual,registered,count_cr,Kategori,periode
2011-06-03,Summer,2011,Jun,0,0,Friday,Clear,15,53,68,Weekdays,Malam
2011-06-03,Summer,2011,Jun,1,0,Friday,Clear,7,15,22,Weekdays,Malam
2011-06-03,Summer,2011,Jun,2,0,Friday,Clear,0,12,12,Weekdays,Malam
2011-06-03,Summer,2011,Jun,3,0,Friday,Clear,0,5,5,Weekdays,Malam
2011-06-03,Summer,2011,Jun,4,0,Friday,Clear,1,5,6,Weekdays,Malam
2011-06-03,Summer,2011,Jun,5,0,Friday,Clear,4,24,28,Weekdays,Malam
2011-06-03,Summer,2011,Jun,6,0,Friday,Clear,8,98,106,Weekdays,Pagi
2011-06-03,Summer,2011,Jun,7,0,Friday,Clear,25,252,277,Weekdays,Pagi
2011-06-03,Summer,2011,Jun,8,0,Friday,Misty,31,471,502,Weekdays,Pagi
2011-06-03,Summer,2011,Jun,9,0,Friday,Clear,36,194,230,Weekdays,Pagi
2011-06-03,Summer,2011,Jun,10,0,Friday,Clear,54,107,161,Weekdays,Pagi
2011-06-03,Summer,2011,Jun,11,0,Friday,Clear,57,135,192,Weekdays,Pagi
2011-06-03,Summer,2011,Jun,12,0,Friday,Clear,51,208,259,Weekdays,Siang
2011-06-03,Summer,2011,Jun,13,0,Friday,Clear,58,190,248,Weekdays,Siang
2011-06-03,Summer,2011,Jun,14,0,Friday,Clear,66,174,240,Weekdays,Siang
2011-06-03,Summer,2011,Jun,15,0,Friday,Clear,56,156,212,Weekdays,Siang
2011-06-03,Summer,2011,Jun,16,0,Friday,Clear,63,286,349,Weekdays,Sore
2011-06-03,Summer,2011,Jun,17,0,Friday,Clear,73,485,558,Weekdays,Sore
2011-06-03,Summer,2011,Jun,18,0,Friday,Clear,76,488,564,Weekdays,Sore
2011-06-03,Summer,2011,Jun,19,0,Friday,Clear,53,338,391,Weekdays,Malam
2011-06-03,Summer,2011,Jun,20,0,Friday,Clear,57,236,293,Weekdays,Malam
2011-06-03,Summer,2011,Jun,21,0,Friday,Clear,51,196,247,Weekdays,Malam
2011-06-03,Summer,2011,Jun,22,0,Friday,Clear,26,145,171,Weekdays,Malam
2011-06-03,Summer,2011,Jun,23,0,Friday,Clear,30,141,171,Weekdays,Malam
2011-06-04,Summer,2011,Jun,0,0,Saturday,Clear,24,69,93,Weekend,Malam
2011-06-04,Summer,2011,Jun,1,0,Saturday,Clear,14,80,94,Weekend,Malam
2011-06-04,Summer,2011,Jun,2,0,Saturday,Clear,18,41,59,Weekend,Malam
2011-06-04,Summer,2011,Jun,3,0,Saturday,Clear,8,10,18,Weekend,Malam
2011-06-04,Summer,2011,Jun,4,0,Saturday,Clear,4,11,15,Weekend,Malam
2011-06-04,Summer,2011,Jun,5,0,Saturday,Clear,3,5,8,Weekend,Malam
2011-06-04,Summer,2011,Jun,6,0,Saturday,Clear,11,17,28,Weekend,Pagi
2011-06-04,Summer,2011,Jun,7,0,Saturday,Clear,27,60,87,Weekend,Pagi
2011-06-04,Summer,2011,Jun,8,0,Saturday,Clear,29,96,125,Weekend,Pagi
2011-06-04,Summer,2011,Jun,9,0,Saturday,Clear,55,169,224,Weekend,Pagi
2011-06-04,Summer,2011,Jun,10,0,Saturday,Clear,115,202,317,Weekend,Pagi
2011-06-04,Summer,2011,Jun,11,0,Saturday,Clear,120,249,369,Weekend,Pagi
2011-06-04,Summer,2011,Jun,12,0,Saturday,Clear,150,270,420,Weekend,Siang
2011-06-04,Summer,2011,Jun,13,0,Saturday,Clear,188,268,456,Weekend,Siang
2011-06-04,Summer,2011,Jun,14,0,Saturday,Clear,193,258,451,Weekend,Siang
2011-06-04,Summer,2011,Jun,15,0,Saturday,Misty,180,224,404,Weekend,Siang
2011-06-04,Summer,2011,Jun,16,0,Saturday,Misty,168,272,440,Weekend,Sore
2011-06-04,Summer,2011,Jun,17,0,Saturday,Misty,142,202,344,Weekend,Sore
2011-06-04,Summer,2011,Jun,18,0,Saturday,Misty,127,214,341,Weekend,Sore
2011-06-04,Summer,2011,Jun,19,0,Saturday,Misty,79,206,285,Weekend,Malam
2011-06-04,Summer,2011,Jun,20,0,Saturday,Misty,90,149,239,Weekend,Malam
2011-06-04,Summer,2011,Jun,21,0,Saturday,Misty,46,139,185,Weekend,Malam
2011-06-04,Summer,2011,Jun,22,0,Saturday,Clear,49,141,190,Weekend,Malam
2011-06-04,Summer,2011,Jun,23,0,Saturday,Misty,29,121,150,Weekend,Malam
2011-06-05,Summer,2011,Jun,0,0,Sunday,Clear,23,90,113,Weekend,Malam
2011-06-05,Summer,2011,Jun,1,0,Sunday,Misty,26,70,96,Weekend,Malam
2011-06-05,Summer,2011,Jun,2,0,Sunday,Misty,16,48,64,Weekend,Malam
2011-06-05,Summer,2011,Jun,3,0,Sunday,Misty,22,25,47,Weekend,Malam
2011-06-05,Summer,2011,Jun,4,0,Sunday,Misty,4,8,12,Weekend,Malam
2011-06-05,Summer,2011,Jun,5,0,Sunday,Misty,1,5,6,Weekend,Malam
2011-06-05,Summer,2011,Jun,6,0,Sunday,Misty,10,11,21,Weekend,Pagi
2011-06-05,Summer,2011,Jun,7,0,Sunday,Misty,8,19,27,Weekend,Pagi
2011-06-05,Summer,2011,Jun,8,0,Sunday,Misty,24,74,98,Weekend,Pagi
2011-06-05,Summer,2011,Jun,9,0,Sunday,Misty,53,111,164,Weekend,Pagi
2011-06-05,Summer,2011,Jun,10,0,Sunday,Misty,83,168,251,Weekend,Pagi
2011-06-05,Summer,2011,Jun,11,0,Sunday,Misty,121,214,335,Weekend,Pagi
2011-06-05,Summer,2011,Jun,12,0,Sunday,Misty,123,212,335,Weekend,Siang
2011-06-05,Summer,2011,Jun,13,0,Sunday,Clear,154,213,367,Weekend,Siang
2011-06-05,Summer,2011,Jun,14,0,Sunday,Clear,161,224,385,Weekend,Siang
2011-06-05,Summer,2011,Jun,15,0,Sunday,Clear,161,256,417,Weekend,Siang
2011-06-05,Summer,2011,Jun,16,0,Sunday,Clear,138,260,398,Weekend,Sore
2011-06-05,Summer,2011,Jun,17,0,Sunday,Clear,126,264,390,Weekend,Sore
2011-06-05,Summer,2011,Jun,18,0,Sunday,Clear,124,239,363,Weekend,Sore
2011-06-05,Summer,2011,Jun,19,0,Sunday,Clear,108,249,357,Weekend,Malam
2011-06-05,Summer,2011,Jun,20,0,Sunday,Clear,84,195,279,Weekend,Malam
2011-06-05,Summer,2011,Jun,21,0,Sunday,Clear,54,111,165,Weekend,Malam
2011-06-05,Summer,2011,Jun,22,0,Sunday,Clear,36,94,130,Weekend,Malam
2011-06-05,Summer,2011,Jun,23,0,Sunday,Clear,25,61,86,Weekend,Malam
2011-06-06,Summer,2011,Jun,0,0,Monday,Clear,11,18,29,Weekdays,Malam
2011-06-06,Summer,2011,Jun,1,0,Monday,Clear,9,5,14,Weekdays,Malam
2011-06-06,Summer,2011,Jun,2,0,Monday,Clear,4,4,8,Weekdays,Malam
2011-06-06,Summer,2011,Jun,3,0,Monday,Clear,2,3,5,Weekdays,Malam
2011-06-06,Summer,2011,Jun,4,0,Monday,Clear,4,4,8,Weekdays,Malam
2011-06-06,Summer,2011,Jun,5,0,Monday,Clear,7,24,31,Weekdays,Malam
2011-06-06,Summer,2011,Jun,6,0,Monday,Clear,11,101,112,Weekdays,Pagi
2011-06-06,Summer,2011,Jun,7,0,Monday,Clear,18,281,299,Weekdays,Pagi
2011-06-06,Summer,2011,Jun,8,0,Monday,Clear,28,410,438,Weekdays,Pagi
2011-06-06,Summer,2011,Jun,9,0,Monday,Clear,26,162,188,Weekdays,Pagi
2011-06-06,Summer,2011,Jun,10,0,Monday,Clear,31,64,95,Weekdays,Pagi
2011-06-06,Summer,2011,Jun,11,0,Monday,Clear,39,72,111,Weekdays,Pagi
2011-06-06,Summer,2011,Jun,12,0,Monday,Clear,25,128,153,Weekdays,Siang
2011-06-06,Summer,2011,Jun,13,0,Monday,Clear,28,152,180,Weekdays,Siang
2011-06-06,Summer,2011,Jun,14,0,Monday,Clear,46,99,145,Weekdays,Siang
2011-06-06,Summer,2011,Jun,15,0,Monday,Clear,38,127,165,Weekdays,Siang
2011-06-06,Summer,2011,Jun,16,0,Monday,Clear,34,233,267,Weekdays,Sore
2011-06-06,Summer,2011,Jun,17,0,Monday,Clear,63,516,579,Weekdays,Sore
2011-06-06,Summer,2011,Jun,18,0,Monday,Clear,56,500,556,Weekdays,Sore
2011-06-06,Summer,2011,Jun,19,0,Monday,Clear,64,343,407,Weekdays,Malam
2011-06-06,Summer,2011,Jun,20,0,Monday,Clear,59,277,336,Weekdays,Malam
2011-06-06,Summer,2011,Jun,21,0,Monday,Clear,29,160,189,Weekdays,Malam
2011-06-06,Summer,2011,Jun,22,0,Monday,Clear,36,137,173,Weekdays,Malam
2011-06-06,Summer,2011,Jun,23,0,Monday,Clear,5,55,60,Weekdays,Malam
2011-06-07,Summer,2011,Jun,0,0,Tuesday,Clear,5,15,20,Weekdays,Malam
2011-06-07,Summer,2011,Jun,1,0,Tuesday,Clear,2,2,4,Weekdays,Malam
2011-06-07,Summer,2011,Jun,2,0,Tuesday,Clear,3,2,5,Weekdays,Malam
2011-06-07,Summer,2011,Jun,3,0,Tuesday,Clear,1,1,2,Weekdays,Malam
2011-06-07,Summer,2011,Jun,4,0,Tuesday,Clear,2,3,5,Weekdays,Malam
2011-06-07,Summer,2011,Jun,5,0,Tuesday,Clear,2,30,32,Weekdays,Malam
2011-06-07,Summer,2011,Jun,6,0,Tuesday,Clear,10,116,126,Weekdays,Pagi
2011-06-07,Summer,2011,Jun,7,0,Tuesday,Misty,23,311,334,Weekdays,Pagi
2011-06-07,Summer,2011,Jun,8,0,Tuesday,Misty,45,432,477,Weekdays,Pagi
2011-06-07,Summer,2011,Jun,9,0,Tuesday,Misty,27,190,217,Weekdays,Pagi
2011-06-07,Summer,2011,Jun,10,0,Tuesday,Misty,37,86,123,Weekdays,Pagi
2011-06-07,Summer,2011,Jun,11,0,Tuesday,Misty,38,113,151,Weekdays,Pagi
2011-06-07,Summer,2011,Jun,12,0,Tuesday,Misty,42,141,183,Weekdays,Siang
2011-06-07,Summer,2011,Jun,13,0,Tuesday,Misty,55,141,196,Weekdays,Siang
2011-06-07,Summer,2011,Jun,14,0,Tuesday,Misty,34,112,146,Weekdays,Siang
2011-06-07,Summer,2011,Jun,15,0,Tuesday,Misty,56,127,183,Weekdays,Siang
2011-06-07,Summer,2011,Jun,16,0,Tuesday,Clear,55,253,308,Weekdays,Sore
2011-06-07,Summer,2011,Jun,17,0,Tuesday,Clear,64,475,539,Weekdays,Sore
2011-06-07,Summer,2011,Jun,18,0,Tuesday,Clear,72,479,551,Weekdays,Sore
2011-06-07,Summer,2011,Jun,19,0,Tuesday,Clear,69,355,424,Weekdays,Malam
2011-06-07,Summer,2011,Jun,20,0,Tuesday,Clear,45,301,346,Weekdays,Malam
2011-06-07,Summer,2011,Jun,21,0,Tuesday,Clear,31,187,218,Weekdays,Malam
2011-06-07,Summer,2011,Jun,22,0,Tuesday,Clear,27,126,153,Weekdays,Malam
2011-06-07,Summer,2011,Jun,23,0,Tuesday,Clear,18,72,90,Weekdays,Malam
2011-06-08,Summer,2011,Jun,0,0,Wednesday,Clear,12,29,41,Weekdays,Malam
2011-06-08,Summer,2011,Jun,1,0,Wednesday,Clear,3,20,23,Weekdays,Malam
2011-06-08,Summer,2011,Jun,2,0,Wednesday,Clear,0,7,7,Weekdays,Malam
2011-06-08,Summer,2011,Jun,3,0,Wednesday,Clear,2,1,3,Weekdays,Malam
2011-06-08,Summer,2011,Jun,4,0,Wednesday,Clear,0,6,6,Weekdays,Malam
2011-06-08,Summer,2011,Jun,5,0,Wednesday,Clear,0,21,21,Weekdays,Malam
2011-06-08,Summer,2011,Jun,6,0,Wednesday,Clear,13,103,116,Weekdays,Pagi
2011-06-08,Summer,2011,Jun,7,0,Wednesday,Clear,24,329,353,Weekdays,Pagi
2011-06-08,Summer,2011,Jun,8,0,Wednesday,Clear,46,435,481,Weekdays,Pagi
2011-06-08,Summer,2011,Jun,9,0,Wednesday,Clear,34,168,202,Weekdays,Pagi
2011-06-08,Summer,2011,Jun,10,0,Wednesday,Clear,27,63,90,Weekdays,Pagi
2011-06-08,Summer,2011,Jun,11,0,Wednesday,Clear,28,106,134,Weekdays,Pagi
2011-06-08,Summer,2011,Jun,12,0,Wednesday,Clear,15,134,149,Weekdays,Siang
2011-06-08,Summer,2011,Jun,13,0,Wednesday,Clear,20,116,136,Weekdays,Siang
2011-06-08,Summer,2011,Jun,14,0,Wednesday,Clear,44,111,155,Weekdays,Siang
2011-06-08,Summer,2011,Jun,15,0,Wednesday,Clear,28,100,128,Weekdays,Siang
2011-06-08,Summer,2011,Jun,16,0,Wednesday,Clear,34,199,233,Weekdays,Sore
2011-06-08,Summer,2011,Jun,17,0,Wednesday,Clear,80,426,506,Weekdays,Sore
2011-06-08,Summer,2011,Jun,18,0,Wednesday,Clear,61,398,459,Weekdays,Sore
2011-06-08,Summer,2011,Jun,19,0,Wednesday,Clear,61,323,384,Weekdays,Malam
2011-06-08,Summer,2011,Jun,20,0,Wednesday,Clear,55,225,280,Weekdays,Malam
2011-06-08,Summer,2011,Jun,21,0,Wednesday,Clear,34,168,202,Weekdays,Malam
2011-06-08,Summer,2011,Jun,22,0,Wednesday,Clear,37,139,176,Weekdays,Malam
2011-06-08,Summer,2011,Jun,23,0,Wednesday,Clear,18,98,116,Weekdays,Malam
2011-06-09,Summer,2011,Jun,0,0,Thursday,Misty,7,40,47,Weekdays,Malam
2011-06-09,Summer,2011,Jun,1,0,Thursday,Clear,3,13,16,Weekdays,Malam
2011-06-09,Summer,2011,Jun,2,0,Thursday,Misty,0,6,6,Weekdays,Malam
2011-06-09,Summer,2011,Jun,3,0,Thursday,Misty,0,2,2,Weekdays,Malam
2011-06-09,Summer,2011,Jun,4,0,Thursday,Misty,2,4,6,Weekdays,Malam
2011-06-09,Summer,2011,Jun,5,0,Thursday,Misty,1,19,20,Weekdays,Malam
2011-06-09,Summer,2011,Jun,6,0,Thursday,Misty,13,105,118,Weekdays,Pagi
2011-06-09,Summer,2011,Jun,7,0,Thursday,Misty,31,283,314,Weekdays,Pagi
2011-06-09,Summer,2011,Jun,8,0,Thursday,Misty,32,400,432,Weekdays,Pagi
2011-06-09,Summer,2011,Jun,9,0,Thursday,Clear,20,148,168,Weekdays,Pagi
2011-06-09,Summer,2011,Jun,10,0,Thursday,Clear,20,74,94,Weekdays,Pagi
2011-06-09,Summer,2011,Jun,11,0,Thursday,Clear,36,82,118,Weekdays,Pagi
2011-06-09,Summer,2011,Jun,12,0,Thursday,Clear,40,100,140,Weekdays,Siang
2011-06-09,Summer,2011,Jun,13,0,Thursday,Clear,18,118,136,Weekdays,Siang
2011-06-09,Summer,2011,Jun,14,0,Thursday,Clear,25,93,118,Weekdays,Siang
2011-06-09,Summer,2011,Jun,15,0,Thursday,Clear,18,86,104,Weekdays,Siang
2011-06-09,Summer,2011,Jun,16,0,Thursday,Clear,30,170,200,Weekdays,Sore
2011-06-09,Summer,2011,Jun,17,0,Thursday,Clear,54,355,409,Weekdays,Sore
2011-06-09,Summer,2011,Jun,18,0,Thursday,Clear,52,414,466,Weekdays,Sore
2011-06-09,Summer,2011,Jun,19,0,Thursday,Misty,55,271,326,Weekdays,Malam
2011-06-09,Summer,2011,Jun,20,0,Thursday,Misty,40,214,254,Weekdays,Malam
2011-06-09,Summer,2011,Jun,21,0,Thursday,Light_rainsnow,29,142,171,Weekdays,Malam
2011-06-09,Summer,2011,Jun,22,0,Thursday,Misty,22,131,153,Weekdays,Malam
2011-06-09,Summer,2011,Jun,23,0,Thursday,Misty,15,82,97,Weekdays,Malam
2011-06-10,Summer,2011,Jun,0,0,Friday,Light_rainsnow,8,61,69,Weekdays,Malam
2011-06-10,Summer,2011,Jun,1,0,Friday,Light_rainsnow,5,18,23,Weekdays,Malam
2011-06-10,Summer,2011,Jun,2,0,Friday,Clear,6,7,13,Weekdays,Malam
2011-06-10,Summer,2011,Jun,3,0,Friday,Clear,3,3,6,Weekdays,Malam
2011-06-10,Summer,2011,Jun,4,0,Friday,Clear,0,4,4,Weekdays,Malam
2011-06-10,Summer,2011,Jun,5,0,Friday,Clear,0,28,28,Weekdays,Malam
2011-06-10,Summer,2011,Jun,6,0,Friday,Clear,10,94,104,Weekdays,Pagi
2011-06-10,Summer,2011,Jun,7,0,Friday,Clear,25,242,267,Weekdays,Pagi
2011-06-10,Summer,2011,Jun,8,0,Friday,Clear,29,423,452,Weekdays,Pagi
2011-06-10,Summer,2011,Jun,9,0,Friday,Clear,37,176,213,Weekdays,Pagi
2011-06-10,Summer,2011,Jun,10,0,Friday,Clear,23,88,111,Weekdays,Pagi
2011-06-10,Summer,2011,Jun,11,0,Friday,Clear,46,107,153,Weekdays,Pagi
2011-06-10,Summer,2011,Jun,12,0,Friday,Clear,40,167,207,Weekdays,Siang
2011-06-10,Summer,2011,Jun,13,0,Friday,Clear,40,149,189,Weekdays,Siang
2011-06-10,Summer,2011,Jun,14,0,Friday,Clear,44,121,165,Weekdays,Siang
2011-06-10,Summer,2011,Jun,15,0,Friday,Clear,49,163,212,Weekdays,Siang
2011-06-10,Summer,2011,Jun,16,0,Friday,Clear,46,239,285,Weekdays,Sore
2011-06-10,Summer,2011,Jun,17,0,Friday,Clear,63,454,517,Weekdays,Sore
2011-06-10,Summer,2011,Jun,18,0,Friday,Clear,96,367,463,Weekdays,Sore
2011-06-10,Summer,2011,Jun,19,0,Friday,Clear,61,245,306,Weekdays,Malam
2011-06-10,Summer,2011,Jun,20,0,Friday,Clear,53,197,250,Weekdays,Malam
2011-06-10,Summer,2011,Jun,21,0,Friday,Clear,55,163,218,Weekdays,Malam
2011-06-10,Summer,2011,Jun,22,0,Friday,Clear,40,145,185,Weekdays,Malam
2011-06-10,Summer,2011,Jun,23,0,Friday,Clear,36,110,146,Weekdays,Malam
2011-06-11,Summer,2011,Jun,0,0,Saturday,Clear,28,89,117,Weekend,Malam
2011-06-11,Summer,2011,Jun,1,0,Saturday,Clear,10,67,77,Weekend,Malam
2011-06-11,Summer,2011,Jun,2,0,Saturday,Clear,10,50,60,Weekend,Malam
2011-06-11,Summer,2011,Jun,3,0,Saturday,Clear,10,18,28,Weekend,Malam
2011-06-11,Summer,2011,Jun,4,0,Saturday,Clear,4,9,13,Weekend,Malam
2011-06-11,Summer,2011,Jun,5,0,Saturday,Clear,4,12,16,Weekend,Malam
2011-06-11,Summer,2011,Jun,6,0,Saturday,Clear,9,31,40,Weekend,Pagi
2011-06-11,Summer,2011,Jun,7,0,Saturday,Clear,18,50,68,Weekend,Pagi
2011-06-11,Summer,2011,Jun,8,0,Saturday,Clear,32,111,143,Weekend,Pagi
2011-06-11,Summer,2011,Jun,9,0,Saturday,Clear,59,171,230,Weekend,Pagi
2011-06-11,Summer,2011,Jun,10,0,Saturday,Clear,91,173,264,Weekend,Pagi
2011-06-11,Summer,2011,Jun,11,0,Saturday,Clear,110,215,325,Weekend,Pagi
2011-06-11,Summer,2011,Jun,12,0,Saturday,Clear,112,235,347,Weekend,Siang
2011-06-11,Summer,2011,Jun,13,0,Saturday,Clear,150,237,387,Weekend,Siang
2011-06-11,Summer,2011,Jun,14,0,Saturday,Clear,148,232,380,Weekend,Siang
2011-06-11,Summer,2011,Jun,15,0,Saturday,Clear,142,232,374,Weekend,Siang
2011-06-11,Summer,2011,Jun,16,0,Saturday,Misty,169,225,394,Weekend,Sore
2011-06-11,Summer,2011,Jun,17,0,Saturday,Misty,147,190,337,Weekend,Sore
2011-06-11,Summer,2011,Jun,18,0,Saturday,Misty,131,155,286,Weekend,Sore
2011-06-11,Summer,2011,Jun,19,0,Saturday,Clear,97,167,264,Weekend,Malam
2011-06-11,Summer,2011,Jun,20,0,Saturday,Clear,95,180,275,Weekend,Malam
2011-06-11,Summer,2011,Jun,21,0,Saturday,Clear,76,144,220,Weekend,Malam
2011-06-11,Summer,2011,Jun,22,0,Saturday,Clear,53,137,190,Weekend,Malam
2011-06-11,Summer,2011,Jun,23,0,Saturday,Clear,24,107,131,Weekend,Malam
2011-06-12,Summer,2011,Jun,0,0,Sunday,Clear,19,100,119,Weekend,Malam
2011-06-12,Summer,2011,Jun,1,0,Sunday,Clear,19,74,93,Weekend,Malam
2011-06-12,Summer,2011,Jun,2,0,Sunday,Clear,9,57,66,Weekend,Malam
2011-06-12,Summer,2011,Jun,3,0,Sunday,Clear,8,20,28,Weekend,Malam
2011-06-12,Summer,2011,Jun,4,0,Sunday,Clear,8,6,14,Weekend,Malam
2011-06-12,Summer,2011,Jun,5,0,Sunday,Clear,5,5,10,Weekend,Malam
2011-06-12,Summer,2011,Jun,6,0,Sunday,Clear,5,9,14,Weekend,Pagi
2011-06-12,Summer,2011,Jun,7,0,Sunday,Clear,7,27,34,Weekend,Pagi
2011-06-12,Summer,2011,Jun,8,0,Sunday,Clear,28,64,92,Weekend,Pagi
2011-06-12,Summer,2011,Jun,9,0,Sunday,Clear,75,107,182,Weekend,Pagi
2011-06-12,Summer,2011,Jun,10,0,Sunday,Clear,120,191,311,Weekend,Pagi
2011-06-12,Summer,2011,Jun,11,0,Sunday,Clear,131,236,367,Weekend,Pagi
2011-06-12,Summer,2011,Jun,12,0,Sunday,Clear,176,244,420,Weekend,Siang
2011-06-12,Summer,2011,Jun,13,0,Sunday,Clear,109,264,373,Weekend,Siang
2011-06-12,Summer,2011,Jun,14,0,Sunday,Clear,96,219,315,Weekend,Siang
2011-06-12,Summer,2011,Jun,15,0,Sunday,Clear,142,218,360,Weekend,Siang
2011-06-12,Summer,2011,Jun,16,0,Sunday,Light_rainsnow,115,235,350,Weekend,Sore
2011-06-12,Summer,2011,Jun,17,0,Sunday,Light_rainsnow,94,158,252,Weekend,Sore
2011-06-12,Summer,2011,Jun,18,0,Sunday,Clear,69,187,256,Weekend,Sore
2011-06-12,Summer,2011,Jun,19,0,Sunday,Clear,67,156,223,Weekend,Malam
2011-06-12,Summer,2011,Jun,20,0,Sunday,Clear,62,144,206,Weekend,Malam
2011-06-12,Summer,2011,Jun,21,0,Sunday,Clear,39,101,140,Weekend,Malam
2011-06-12,Summer,2011,Jun,22,0,Sunday,Clear,31,97,128,Weekend,Malam
2011-06-12,Summer,2011,Jun,23,0,Sunday,Clear,33,74,107,Weekend,Malam
2011-06-13,Summer,2011,Jun,0,0,Monday,Clear,8,20,28,Weekdays,Malam
2011-06-13,Summer,2011,Jun,1,0,Monday,Clear,6,10,16,Weekdays,Malam
2011-06-13,Summer,2011,Jun,2,0,Monday,Clear,2,8,10,Weekdays,Malam
2011-06-13,Summer,2011,Jun,3,0,Monday,Clear,1,6,7,Weekdays,Malam
2011-06-13,Summer,2011,Jun,4,0,Monday,Clear,1,3,4,Weekdays,Malam
2011-06-13,Summer,2011,Jun,5,0,Monday,Clear,2,27,29,Weekdays,Malam
2011-06-13,Summer,2011,Jun,6,0,Monday,Clear,7,98,105,Weekdays,Pagi
2011-06-13,Summer,2011,Jun,7,0,Monday,Clear,26,302,328,Weekdays,Pagi
2011-06-13,Summer,2011,Jun,8,0,Monday,Clear,44,432,476,Weekdays,Pagi
2011-06-13,Summer,2011,Jun,9,0,Monday,Clear,35,189,224,Weekdays,Pagi
2011-06-13,Summer,2011,Jun,10,0,Monday,Clear,38,80,118,Weekdays,Pagi
2011-06-13,Summer,2011,Jun,11,0,Monday,Clear,53,106,159,Weekdays,Pagi
2011-06-13,Summer,2011,Jun,12,0,Monday,Clear,35,161,196,Weekdays,Siang
2011-06-13,Summer,2011,Jun,13,0,Monday,Clear,53,174,227,Weekdays,Siang
2011-06-13,Summer,2011,Jun,14,0,Monday,Clear,55,145,200,Weekdays,Siang
2011-06-13,Summer,2011,Jun,15,0,Monday,Clear,58,127,185,Weekdays,Siang
2011-06-13,Summer,2011,Jun,16,0,Monday,Clear,64,262,326,Weekdays,Sore
2011-06-13,Summer,2011,Jun,17,0,Monday,Clear,72,529,601,Weekdays,Sore
2011-06-13,Summer,2011,Jun,18,0,Monday,Clear,76,510,586,Weekdays,Sore
2011-06-13,Summer,2011,Jun,19,0,Monday,Clear,75,348,423,Weekdays,Malam
2011-06-13,Summer,2011,Jun,20,0,Monday,Clear,78,253,331,Weekdays,Malam
2011-06-13,Summer,2011,Jun,21,0,Monday,Clear,40,178,218,Weekdays,Malam
2011-06-13,Summer,2011,Jun,22,0,Monday,Clear,20,114,134,Weekdays,Malam
2011-06-13,Summer,2011,Jun,23,0,Monday,Clear,14,75,89,Weekdays,Malam
2011-06-14,Summer,2011,Jun,0,0,Tuesday,Clear,13,18,31,Weekdays,Malam
2011-06-14,Summer,2011,Jun,1,0,Tuesday,Clear,3,10,13,Weekdays,Malam
2011-06-14,Summer,2011,Jun,2,0,Tuesday,Clear,2,8,10,Weekdays,Malam
2011-06-14,Summer,2011,Jun,3,0,Tuesday,Clear,1,1,2,Weekdays,Malam
2011-06-14,Summer,2011,Jun,4,0,Tuesday,Clear,0,3,3,Weekdays,Malam
2011-06-14,Summer,2011,Jun,5,0,Tuesday,Clear,3,23,26,Weekdays,Malam
2011-06-14,Summer,2011,Jun,6,0,Tuesday,Clear,6,107,113,Weekdays,Pagi
2011-06-14,Summer,2011,Jun,7,0,Tuesday,Clear,19,346,365,Weekdays,Pagi
2011-06-14,Summer,2011,Jun,8,0,Tuesday,Clear,45,441,486,Weekdays,Pagi
2011-06-14,Summer,2011,Jun,9,0,Tuesday,Clear,19,174,193,Weekdays,Pagi
2011-06-14,Summer,2011,Jun,10,0,Tuesday,Clear,33,97,130,Weekdays,Pagi
2011-06-14,Summer,2011,Jun,11,0,Tuesday,Clear,40,103,143,Weekdays,Pagi
2011-06-14,Summer,2011,Jun,12,0,Tuesday,Clear,30,139,169,Weekdays,Siang
2011-06-14,Summer,2011,Jun,13,0,Tuesday,Clear,33,176,209,Weekdays,Siang
2011-06-14,Summer,2011,Jun,14,0,Tuesday,Misty,41,118,159,Weekdays,Siang
2011-06-14,Summer,2011,Jun,15,0,Tuesday,Clear,42,136,178,Weekdays,Siang
2011-06-14,Summer,2011,Jun,16,0,Tuesday,Clear,51,279,330,Weekdays,Sore
2011-06-14,Summer,2011,Jun,17,0,Tuesday,Light_rainsnow,85,484,569,Weekdays,Sore
2011-06-14,Summer,2011,Jun,18,0,Tuesday,Clear,65,473,538,Weekdays,Sore
2011-06-14,Summer,2011,Jun,19,0,Tuesday,Clear,51,335,386,Weekdays,Malam
2011-06-14,Summer,2011,Jun,20,0,Tuesday,Clear,60,237,297,Weekdays,Malam
2011-06-14,Summer,2011,Jun,21,0,Tuesday,Clear,37,206,243,Weekdays,Malam
2011-06-14,Summer,2011,Jun,22,0,Tuesday,Clear,29,159,188,Weekdays,Malam
2011-06-14,Summer,2011,Jun,23,0,Tuesday,Clear,19,91,110,Weekdays,Malam
2011-06-15,Summer,2011,Jun,0,0,Wednesday,Clear,8,44,52,Weekdays,Malam
2011-06-15,Summer,2011,Jun,1,0,Wednesday,Clear,0,14,14,Weekdays,Malam
2011-06-15,Summer,2011,Jun,2,0,Wednesday,Clear,0,9,9,Weekdays,Malam
2011-06-15,Summer,2011,Jun,3,0,Wednesday,Clear,0,1,1,Weekdays,Malam
2011-06-15,Summer,2011,Jun,4,0,Wednesday,Clear,0,4,4,Weekdays,Malam
2011-06-15,Summer,2011,Jun,5,0,Wednesday,Clear,1,20,21,Weekdays,Malam
2011-06-15,Summer,2011,Jun,6,0,Wednesday,Clear,11,110,121,Weekdays,Pagi
2011-06-15,Summer,2011,Jun,7,0,Wednesday,Clear,22,348,370,Weekdays,Pagi
2011-06-15,Summer,2011,Jun,8,0,Wednesday,Clear,53,445,498,Weekdays,Pagi
